Month,ZipCode,MeanValue
2003-02-28,78727,204044.1279
2003-02-28,78746,508500.5023
2003-02-28,78705,224611.5093
2003-02-28,78738,366539.4367
2003-02-28,78724,108208.87
2003-02-28,78728,206648.4302
2003-02-28,78617,144262.0449
2003-02-28,78731,383096.1166
2003-02-28,78757,230338.5805
2003-02-28,78702,161444.8439
2003-02-28,78752,127342.8036
2003-02-28,78703,442398.7441
2003-02-28,78734,272400.3715
2003-02-28,78739,378031.7296
2003-02-28,78735,364804.1555
2003-02-28,78747,197325.2314
2003-02-28,78732,405595.0943
2003-02-28,78751,240949.118
2003-02-28,78645,180880.5863
2003-02-28,78726,302903.6013
2003-02-28,78730,480728.2378
2003-02-28,78733,419419.5267
2003-02-28,78721,122918.9953
2003-02-28,78701,309816.8907
2003-02-28,78756,280533.609
2003-02-28,78736,201494.298
2003-02-28,78652,199269.6855
2003-02-28,78669,238298.0248
2003-02-28,78725,116114.8232
2003-02-28,78719,128144.4112
2003-03-31,78660,188393.0958
2003-03-31,78745,157611.3681
2003-03-31,78753,144777.5458
2003-03-31,78704,236822.8081
2003-03-31,78758,143855.5886
2003-03-31,78748,194762.4192
2003-03-31,78744,116159.6632
2003-03-31,78741,142340.8212
2003-03-31,78759,303525.2048
2003-03-31,78653,150709.0584
2003-03-31,78723,141502.4514
2003-03-31,78749,283027.3785
2003-03-31,78750,274246.819
2003-03-31,78754,185675.8807
2003-03-31,78727,204539.0938
2003-03-31,78746,510734.5106
2003-03-31,78705,224900.1305
2003-03-31,78738,366277.8221
2003-03-31,78724,108529.6848
2003-03-31,78728,206856.5435
2003-03-31,78617,144601.4242
2003-03-31,78731,382651.5157
2003-03-31,78757,228611.1101
2003-03-31,78702,162607.5821
2003-03-31,78752,128138.6298
2003-03-31,78703,442940.8222
2003-03-31,78734,272770.3315
2003-03-31,78739,378596.0028
2003-03-31,78735,363923.6371
2003-03-31,78747,197890.5017
2003-03-31,78732,407066.8068
2003-03-31,78751,241485.5581
2003-03-31,78645,180732.8361
2003-03-31,78726,303163.5649
2003-03-31,78730,480666.9143
2003-03-31,78733,419399.2438
2003-03-31,78721,121970.8885
2003-03-31,78701,311230.1765
2003-03-31,78756,282146.6017
2003-03-31,78736,201821.537
2003-03-31,78652,200658.6832
2003-03-31,78669,238273.8344
2003-03-31,78725,115943.2304
2003-03-31,78719,127853.9955
2003-04-30,78660,188350.0799
2003-04-30,78745,157917.7266
2003-04-30,78753,144667.9224
2003-04-30,78704,239040.8464
2003-04-30,78758,144048.2012
2003-04-30,78748,195514.2639
2003-04-30,78744,116392.0239
2003-04-30,78741,142687.6327
2003-04-30,78759,303948.4743
2003-04-30,78653,150512.7738
2003-04-30,78723,143899.1182
2003-04-30,78749,282527.2005
2003-04-30,78750,274409.3794
2003-04-30,78754,185569.6566
2003-04-30,78727,204983.0219
2003-04-30,78746,512070.8783
2003-04-30,78705,224903.909
2003-04-30,78738,366007.1914
2003-04-30,78724,109003.5815
2003-04-30,78728,207101.6811
2003-04-30,78617,144638.5013
2003-04-30,78731,382372.4758
2003-04-30,78757,226133.5029
2003-04-30,78702,165180.0419
2003-04-30,78752,129756.5658
2003-04-30,78703,438927.185
2003-04-30,78734,272821.1951
2003-04-30,78739,379075.3038
2003-04-30,78735,362053.9671
2003-04-30,78747,198254.4282
2003-04-30,78732,408053.9667
2003-04-30,78751,241678.6515
2003-04-30,78645,180729.4722
2003-04-30,78726,302988.7119
2003-04-30,78730,479633.6185
2003-04-30,78733,418602.1284
2003-04-30,78721,122466.4351
2003-04-30,78701,314155.3883
2003-04-30,78756,282730.8342
2003-04-30,78736,202090.441
2003-04-30,78652,201603.2405
2003-04-30,78669,238151.4655
2003-04-30,78725,116016.2542
2003-04-30,78719,127039.4005
2003-05-31,78660,188377.8613
2003-05-31,78745,157974.8025
2003-05-31,78753,144613.2984
2003-05-31,78704,238911.4189
2003-05-31,78758,144441.1403
2003-05-31,78748,196404.1944
2003-05-31,78744,116310.5695
2003-05-31,78741,142561.2249
2003-05-31,78759,303763.4889
2003-05-31,78653,150155.143
2003-05-31,78723,145880.9802
2003-05-31,78749,282289.0594
2003-05-31,78750,274169.227
2003-05-31,78754,185393.0658
2003-05-31,78727,205004.3402
2003-05-31,78746,512506.2934
2003-05-31,78705,224269.4554
2003-05-31,78738,365894.0555
2003-05-31,78724,109624.3539
2003-05-31,78728,207347.132
2003-05-31,78617,144702.4581
2003-05-31,78731,382430.0435
2003-05-31,78757,222897.7038
2003-05-31,78702,166216.0449
2003-05-31,78752,131741.1329
2003-05-31,78703,434943.0712
2003-05-31,78734,272796.7514
2003-05-31,78739,379988.6939
2003-05-31,78735,360040.7543
2003-05-31,78747,198652.0345
2003-05-31,78732,407896.5198
2003-05-31,78751,238455.9414
2003-05-31,78645,180597.0814
2003-05-31,78726,302662.3081
2003-05-31,78730,477816.1557
2003-05-31,78733,417707.124
2003-05-31,78721,123307.6215
2003-05-31,78701,317748.2038
2003-05-31,78756,281827.4537
2003-05-31,78736,202918.4797
2003-05-31,78652,201576.7942
2003-05-31,78669,238124.3741
2003-05-31,78725,116453.6895
2003-05-31,78719,126997.3389
2003-06-30,78660,187997.8569
2003-06-30,78745,157564.1401
2003-06-30,78753,144413.1882
2003-06-30,78704,236969.472
2003-06-30,78758,144798.3539
2003-06-30,78748,196750.0538
2003-06-30,78744,115788.8505
2003-06-30,78741,142257.2175
2003-06-30,78759,302537.5787
2003-06-30,78653,149661.7793
2003-06-30,78723,148587.3116
2003-06-30,78749,282053.4333
2003-06-30,78750,272362.3679
2003-06-30,78754,184924.0118
2003-06-30,78727,204297.6158
2003-06-30,78746,511384.0249
2003-06-30,78705,222233.2608
2003-06-30,78738,365850.7962
2003-06-30,78724,109909.5364
2003-06-30,78728,207038.7432
2003-06-30,78617,144652.0414
2003-06-30,78731,381384.8973
2003-06-30,78757,219745.5152
2003-06-30,78702,167796.6033
2003-06-30,78752,133864.1882
2003-06-30,78703,432890.2018
2003-06-30,78734,272943.3443
2003-06-30,78739,380110.2134
2003-06-30,78735,357794.563
2003-06-30,78747,198716.8018
2003-06-30,78732,407094.0689
2003-06-30,78751,235337.2056
2003-06-30,78645,180222.2202
2003-06-30,78726,302249.1377
2003-06-30,78730,476086.1722
2003-06-30,78733,417457.7128
2003-06-30,78721,124212.5396
2003-06-30,78701,321688.4574
2003-06-30,78756,279635.9025
2003-06-30,78736,203681.6154
2003-06-30,78652,201056.1031
2003-06-30,78669,238455.965
2003-06-30,78725,116636.6259
2003-06-30,78719,126789.9554
2003-07-31,78660,187926.1106
2003-07-31,78745,157332.0232
2003-07-31,78753,144216.6217
2003-07-31,78704,235663.9555
2003-07-31,78758,145080.4375
2003-07-31,78748,197187.5574
2003-07-31,78744,115417.6835
2003-07-31,78741,141413.7158
2003-07-31,78759,302009.5413
2003-07-31,78653,150046.4141
2003-07-31,78723,151104.4345
2003-07-31,78749,282574.5938
2003-07-31,78750,270398.2009
2003-07-31,78754,184800.0563
2003-07-31,78727,203612.2148
2003-07-31,78746,512386.3668
2003-07-31,78705,220723.1953
2003-07-31,78738,366952.4432
2003-07-31,78724,110098.3574
2003-07-31,78728,206944.012
2003-07-31,78617,144848.575
2003-07-31,78731,380283.5624
2003-07-31,78757,219712.2094
2003-07-31,78702,168917.8587
2003-07-31,78752,135666.8336
2003-07-31,78703,434865.7841
2003-07-31,78734,273615.8469
2003-07-31,78739,381109.0887
2003-07-31,78735,355923.5626
2003-07-31,78747,199030.6348
2003-07-31,78732,406603.7336
2003-07-31,78751,232391.3004
2003-07-31,78645,179959.3504
2003-07-31,78726,301950.9006
2003-07-31,78730,476387.3642
2003-07-31,78733,418582.22
2003-07-31,78721,123786.1025
2003-07-31,78701,325557.1138
2003-07-31,78756,277721.4588
2003-07-31,78736,205367.0006
2003-07-31,78652,200992.6505
2003-07-31,78669,240548.4494
2003-07-31,78725,116735.5635
2003-07-31,78719,127209.7506
2003-08-31,78660,187793.3537
2003-08-31,78745,157718.8854
2003-08-31,78753,143824.5176
2003-08-31,78704,233968.6362
2003-08-31,78758,145034.603
2003-08-31,78748,197462.5722
2003-08-31,78744,115202.0518
2003-08-31,78741,140604.5117
2003-08-31,78759,301847.6121
2003-08-31,78653,150946.8928
2003-08-31,78723,153201.2912
2003-08-31,78749,283024.067
2003-08-31,78750,269063.0187
2003-08-31,78754,184607.1654
2003-08-31,78727,203147.0182
2003-08-31,78746,513031.4969
2003-08-31,78705,220167.7046
2003-08-31,78738,367502.4795
2003-08-31,78724,110006.6259
2003-08-31,78728,206415.1042
2003-08-31,78617,144797.8051
2003-08-31,78731,378940.7662
2003-08-31,78757,221896.4702
2003-08-31,78702,169694.6994
2003-08-31,78752,136351.3969
2003-08-31,78703,436788.6307
2003-08-31,78734,273605.0398
2003-08-31,78739,380553.6972
2003-08-31,78735,353386.7969
2003-08-31,78747,198839.9014
2003-08-31,78732,406452.9591
2003-08-31,78751,230668.3836
2003-08-31,78645,179640.892
2003-08-31,78726,301177.2984
2003-08-31,78730,477383.9737
2003-08-31,78733,419429.6715
2003-08-31,78721,122677.7481
2003-08-31,78701,326773.0633
2003-08-31,78756,274354.2408
2003-08-31,78736,206467.0339
2003-08-31,78652,200928.1875
2003-08-31,78669,242907.2375
2003-08-31,78725,116671.2616
2003-08-31,78719,127135.3798
2003-09-30,78660,187809.2797
2003-09-30,78745,158078.8052
2003-09-30,78753,143287.6196
2003-09-30,78704,233925.4713
2003-09-30,78758,144772.6835
2003-09-30,78748,197351.8171
2003-09-30,78744,115031.6649
2003-09-30,78741,139698.7355
2003-09-30,78759,302034.916
2003-09-30,78653,151613.0131
2003-09-30,78723,153406.39
2003-09-30,78749,283104.6364
2003-09-30,78750,268684.7602
2003-09-30,78754,184203.6176
2003-09-30,78727,202951.5884
2003-09-30,78746,514130.4353
2003-09-30,78705,220741.157
2003-09-30,78738,367932.1576
2003-09-30,78724,109897.8117
2003-09-30,78728,206010.7725
2003-09-30,78617,144501.6151
2003-09-30,78731,378940.5321
2003-09-30,78757,223674.8553
2003-09-30,78702,170030.7694
2003-09-30,78752,135434.7447
2003-09-30,78703,439446.2886
2003-09-30,78734,272557.7042
2003-09-30,78739,380195.5358
2003-09-30,78735,353024.3894
2003-09-30,78747,198171.3242
2003-09-30,78732,405693.0145
2003-09-30,78751,229219.5327
2003-09-30,78645,179396.3332
2003-09-30,78726,300127.8099
2003-09-30,78730,477934.8197
2003-09-30,78733,419114.6924
2003-09-30,78721,121287.4831
2003-09-30,78701,323913.1895
2003-09-30,78756,269387.1069
2003-09-30,78736,207343.4318
2003-09-30,78652,200690.7688
2003-09-30,78669,244739.6629
2003-09-30,78725,116323.3746
2003-09-30,78719,125295.7062
2003-10-31,78660,187720.71
2003-10-31,78745,158214.8569
2003-10-31,78753,142706.3788
2003-10-31,78704,233084.703
2003-10-31,78758,144273.7524
2003-10-31,78748,196776.0964
2003-10-31,78744,114604.2984
2003-10-31,78741,138874.0348
2003-10-31,78759,301532.1971
2003-10-31,78653,151813.854
2003-10-31,78723,153034.5678
2003-10-31,78749,282445.812
2003-10-31,78750,268388.7565
2003-10-31,78754,183562.821
2003-10-31,78727,202687.8758
2003-10-31,78746,514634.908
2003-10-31,78705,221389.7618
2003-10-31,78738,367648.4072
2003-10-31,78724,109633.8393
2003-10-31,78728,205318.6095
2003-10-31,78617,143717.853
2003-10-31,78731,379315.3104
2003-10-31,78757,224728.4284
2003-10-31,78702,170538.4464
2003-10-31,78752,133901.5316
2003-10-31,78703,441661.1385
2003-10-31,78734,270953.2208
2003-10-31,78739,380247.3928
2003-10-31,78735,353118.1917
2003-10-31,78747,197513.3025
2003-10-31,78732,404417.2827
2003-10-31,78751,226809.4689
2003-10-31,78645,179194.9114
2003-10-31,78726,299399.0215
2003-10-31,78730,477088.8024
2003-10-31,78733,417750.2846
2003-10-31,78721,120383.3652
2003-10-31,78701,320114.542
2003-10-31,78756,265461.3066
2003-10-31,78736,206116.4082
2003-10-31,78652,200715.7803
2003-10-31,78669,246000.6615
2003-10-31,78725,115940.9412
2003-10-31,78719,122019.6871
2003-11-30,78660,187571.8683
2003-11-30,78745,158122.6169
2003-11-30,78753,142332.0888
2003-11-30,78704,232608.9735
2003-11-30,78758,143752.2603
2003-11-30,78748,195994.8052
2003-11-30,78744,114029.8501
2003-11-30,78741,137862.0131
2003-11-30,78759,301081.0437
2003-11-30,78653,151510.1774
2003-11-30,78723,152503.2721
2003-11-30,78749,281735.397
2003-11-30,78750,268526.798
2003-11-30,78754,182890.8729
2003-11-30,78727,202381.571
2003-11-30,78746,513618.6723
2003-11-30,78705,221101.0865
2003-11-30,78738,367788.4478
2003-11-30,78724,109221.587
2003-11-30,78728,204917.7076
2003-11-30,78617,142439.7765
2003-11-30,78731,379357.7158
2003-11-30,78757,226712.475
2003-11-30,78702,169576.0694
2003-11-30,78752,132465.7726
2003-11-30,78703,443270.2037
2003-11-30,78734,269601.1102
2003-11-30,78739,381412.2044
2003-11-30,78735,354113.3506
2003-11-30,78747,196959.1653
2003-11-30,78732,402342.3596
2003-11-30,78751,224935.1291
2003-11-30,78645,179346.0937
2003-11-30,78726,299622.1257
2003-11-30,78730,476640.8647
2003-11-30,78733,416911.7496
2003-11-30,78721,118777.9802
2003-11-30,78701,313120.7275
2003-11-30,78756,262975.2502
2003-11-30,78736,204787.1887
2003-11-30,78652,199749.8994
2003-11-30,78669,246380.3499
2003-11-30,78725,115452.9389
2003-11-30,78719,118693.0291
2003-12-31,78660,187431.5074
2003-12-31,78745,157635.6368
2003-12-31,78753,142169.4122
2003-12-31,78704,230839.8801
2003-12-31,78758,143441.0161
2003-12-31,78748,195196.889
2003-12-31,78744,113457.3375
2003-12-31,78741,136902.2496
2003-12-31,78759,301285.6411
2003-12-31,78653,151581.6653
2003-12-31,78723,152988.9207
2003-12-31,78749,281345.4121
2003-12-31,78750,269244.3816
2003-12-31,78754,182485.0278
2003-12-31,78727,202106.547
2003-12-31,78746,512513.524
2003-12-31,78705,220597.0827
2003-12-31,78738,368082.7913
2003-12-31,78724,108687.7178
2003-12-31,78728,204634.18
2003-12-31,78617,140814.6775
2003-12-31,78731,379086.014
2003-12-31,78757,229534.639
2003-12-31,78702,168814.8449
2003-12-31,78752,132227.9411
2003-12-31,78703,444552.1206
2003-12-31,78734,268879.784
2003-12-31,78739,382397.7269
2003-12-31,78735,356751.989
2003-12-31,78747,196561.8527
2003-12-31,78732,400710.2478
2003-12-31,78751,224036.2333
2003-12-31,78645,179366.4966
2003-12-31,78726,300923.7342
2003-12-31,78730,476688.1466
2003-12-31,78733,417008.5435
2003-12-31,78721,117962.6695
2003-12-31,78701,306913.8171
2003-12-31,78756,262907.7116
2003-12-31,78736,203420.7537
2003-12-31,78652,198265.3384
2003-12-31,78669,246392.2
2003-12-31,78725,115152.698
2003-12-31,78719,115562.1748
2004-01-31,78660,187327.7914
2004-01-31,78745,157564.2391
2004-01-31,78753,142136.188
2004-01-31,78704,229829.4966
2004-01-31,78758,143358.9753
2004-01-31,78748,194839.4025
2004-01-31,78744,113258.6055
2004-01-31,78741,136500.7274
2004-01-31,78759,301534.2971
2004-01-31,78653,152121.5535
2004-01-31,78723,153043.9834
2004-01-31,78749,281730.7145
2004-01-31,78750,269971.4656
2004-01-31,78754,182152.6323
2004-01-31,78727,202188.6654
2004-01-31,78746,512470.3881
2004-01-31,78705,220636.8022
2004-01-31,78738,368152.6897
2004-01-31,78724,108555.1987
2004-01-31,78728,204708.2121
2004-01-31,78617,138855.8266
2004-01-31,78731,378544.8941
2004-01-31,78757,230715.3524
2004-01-31,78702,166386.1458
2004-01-31,78752,132221.3809
2004-01-31,78703,447206.7888
2004-01-31,78734,268872.4495
2004-01-31,78739,382441.515
2004-01-31,78735,359097.8392
2004-01-31,78747,196487.6259
2004-01-31,78732,399998.2244
2004-01-31,78751,223807.0208
2004-01-31,78645,179643.9373
2004-01-31,78726,302650.752
2004-01-31,78730,477600.6758
2004-01-31,78733,417380.4398
2004-01-31,78721,117922.0388
2004-01-31,78701,299706.6218
2004-01-31,78756,264266.6006
2004-01-31,78736,203455.5041
2004-01-31,78652,196814.2308
2004-01-31,78669,246596.9643
2004-01-31,78725,115301.4335
2004-01-31,78719,113817.6444
2004-02-29,78660,187818.8164
2004-02-29,78745,157666.5639
2004-02-29,78753,142286.4595
2004-02-29,78704,229787.6331
2004-02-29,78758,143668.0328
2004-02-29,78748,195052.3476
2004-02-29,78744,113670.6428
2004-02-29,78741,137088.815
2004-02-29,78759,302320.731
2004-02-29,78653,152979.6339
2004-02-29,78723,153913.3536
2004-02-29,78749,282490.9177
2004-02-29,78750,270232.5426
2004-02-29,78754,182094.1849
2004-02-29,78727,202544.3578
2004-02-29,78746,515828.1861
2004-02-29,78705,221446.2718
2004-02-29,78738,368705.2893
2004-02-29,78724,108734.3214
2004-02-29,78728,205188.2758
2004-02-29,78617,137659.6383
2004-02-29,78731,379554.5012
2004-02-29,78757,231074.3976
2004-02-29,78702,165810.4959
2004-02-29,78752,132890.152
2004-02-29,78703,454120.1068
2004-02-29,78734,269491.3674
2004-02-29,78739,382580.695
2004-02-29,78735,361828.048
2004-02-29,78747,196986.5626
2004-02-29,78732,400515.5376
2004-02-29,78751,225062.7761
2004-02-29,78645,180369.4727
2004-02-29,78726,304609.0195
2004-02-29,78730,478596.3037
2004-02-29,78733,418438.0525
2004-02-29,78721,119014.5655
2004-02-29,78701,300410.4115
2004-02-29,78756,268854.303
2004-02-29,78736,203534.8933
2004-02-29,78652,196634.8978
2004-02-29,78669,247797.946
2004-02-29,78725,115926.3108
2004-02-29,78722,227663.3199
2004-02-29,78719,113064.0935
2004-03-31,78660,188395.6358
2004-03-31,78745,158643.2062
2004-03-31,78753,142356.1074
2004-03-31,78704,231486.6313
2004-03-31,78758,144146.1535
2004-03-31,78748,196181.2753
2004-03-31,78744,114209.1958
2004-03-31,78741,137695.7523
2004-03-31,78759,303083.3145
2004-03-31,78653,154254.2321
2004-03-31,78723,154364.5818
2004-03-31,78749,283314.9431
2004-03-31,78750,270739.7368
2004-03-31,78754,182271.2592
2004-03-31,78727,203152.6231
2004-03-31,78746,521075.8345
2004-03-31,78705,223323.4401
2004-03-31,78738,370167.7974
2004-03-31,78724,109021.5133
2004-03-31,78728,205912.871
2004-03-31,78617,137048.5146
2004-03-31,78731,381356.394
2004-03-31,78757,231472.8469
2004-03-31,78702,164598.2007
2004-03-31,78752,133775.4796
2004-03-31,78703,461910.5064
2004-03-31,78734,270775.0108
2004-03-31,78739,383442.8955
2004-03-31,78735,363392.3069
2004-03-31,78747,197755.4427
2004-03-31,78732,402215.4122
2004-03-31,78751,229854.4069
2004-03-31,78645,181528.6045
2004-03-31,78726,305700.8164
2004-03-31,78730,480025.3593
2004-03-31,78733,420406.8328
2004-03-31,78721,119076.0338
2004-03-31,78701,303605.1447
2004-03-31,78756,274973.7228
2004-03-31,78736,204101.0615
2004-03-31,78652,196908.2876
2004-03-31,78669,250064.5571
2004-03-31,78725,117262.7952
2004-03-31,78722,228569.529
2004-03-31,78719,112948.7844
2004-04-30,78660,188854.0192
2004-04-30,78745,159521.6805
2004-04-30,78753,142467.0551
2004-04-30,78704,235255.6703
2004-04-30,78758,144849.3689
2004-04-30,78748,197668.1363
2004-04-30,78744,114636.5323
2004-04-30,78741,138230.4939
2004-04-30,78759,304734.7462
2004-04-30,78653,155251.142
2004-04-30,78723,154858.1939
2004-04-30,78749,283672.048
2004-04-30,78750,271877.0232
2004-04-30,78754,182619.1953
2004-04-30,78727,203690.7336
2004-04-30,78746,527915.8661
2004-04-30,78705,224066.2226
2004-04-30,78738,372093.1514
2004-04-30,78724,109180.3396
2004-04-30,78728,206121.7602
2004-04-30,78617,137299.942
2004-04-30,78731,384661.4351
2004-04-30,78757,230001.8248
2004-04-30,78702,163544.819
2004-04-30,78752,134890.2197
2004-04-30,78703,468959.0875
2004-04-30,78734,272218.6269
2004-04-30,78739,384747.9166
2004-04-30,78735,366583.4594
2004-04-30,78747,198767.1557
2004-04-30,78732,404271.011
2004-04-30,78751,234282.5645
2004-04-30,78645,182673.5248
2004-04-30,78726,306546.6681
2004-04-30,78730,482370.2666
2004-04-30,78733,423598.4011
2004-04-30,78721,119139.0948
2004-04-30,78701,307088.4151
2004-04-30,78756,279278.5078
2004-04-30,78736,204633.2614
2004-04-30,78652,197340.84
2004-04-30,78669,250965.9749
2004-04-30,78725,118538.8632
2004-04-30,78722,226324.0825
2004-04-30,78719,112847.6135
2004-05-31,78660,188863.7279
2004-05-31,78745,159921.8007
2004-05-31,78753,142529.2528
2004-05-31,78704,240336.4357
2004-05-31,78758,145311.8112
2004-05-31,78748,198965.3406
2004-05-31,78744,114792.2011
2004-05-31,78741,138358.7972
2004-05-31,78759,306065.5044
2004-05-31,78653,156384.404
2004-05-31,78723,154861.7726
2004-05-31,78749,284004.8476
2004-05-31,78750,273050.9172
2004-05-31,78754,182868.5293
2004-05-31,78727,203849.4935
2004-05-31,78746,533985.8584
2004-05-31,78705,224952.1955
2004-05-31,78738,373959.2188
2004-05-31,78724,108982.9343
2004-05-31,78728,205848.0836
2004-05-31,78617,137579.1374
2004-05-31,78731,387955.1575
2004-05-31,78757,227092.2917
2004-05-31,78702,162838.2389
2004-05-31,78752,135600.9432
2004-05-31,78703,473283.852
2004-05-31,78734,273606.3968
2004-05-31,78739,385547.1825
2004-05-31,78735,369182.6289
2004-05-31,78747,199726.4785
2004-05-31,78732,407051.8065
2004-05-31,78751,239821.4656
2004-05-31,78645,183385.1925
2004-05-31,78726,306642.2097
2004-05-31,78730,484651.1505
2004-05-31,78733,427683.3574
2004-05-31,78721,119380.9121
2004-05-31,78701,308451.5247
2004-05-31,78756,281134.1511
2004-05-31,78736,205524.9138
2004-05-31,78652,197558.4114
2004-05-31,78669,251226.3883
2004-05-31,78725,119488.2856
2004-05-31,78722,225830.0293
2004-05-31,78719,112534.8987
2004-06-30,78660,188897.1227
2004-06-30,78745,159979.2291
2004-06-30,78753,142742.9155
2004-06-30,78704,244071.7606
2004-06-30,78758,145445.6588
2004-06-30,78748,199960.432
2004-06-30,78744,114979.7473
2004-06-30,78741,138538.1217
2004-06-30,78759,307115.8587
2004-06-30,78653,157214.5858
2004-06-30,78723,154622.7109
2004-06-30,78749,284524.9655
2004-06-30,78750,273492.0258
2004-06-30,78754,183130.2919
2004-06-30,78727,204104.1666
2004-06-30,78746,539479.1835
2004-06-30,78705,223907.719
2004-06-30,78738,375870.1801
2004-06-30,78724,109210.8073
2004-06-30,78728,205634.4046
2004-06-30,78617,137947.9375
2004-06-30,78731,390890.8892
2004-06-30,78757,224356.2267
2004-06-30,78702,162906.1389
2004-06-30,78752,135285.5012
2004-06-30,78703,476339.526
2004-06-30,78734,275228.6104
2004-06-30,78739,386963.4858
2004-06-30,78735,370782.8864
2004-06-30,78747,200565.3067
2004-06-30,78732,409165.0444
2004-06-30,78751,242546.8578
2004-06-30,78645,184226.1556
2004-06-30,78726,307035.8833
2004-06-30,78730,487451.7362
2004-06-30,78733,431844.7173
2004-06-30,78721,120009.4693
2004-06-30,78701,311570.9523
2004-06-30,78756,282269.6914
2004-06-30,78736,206311.3691
2004-06-30,78652,197904.2197
2004-06-30,78669,251606.7038
2004-06-30,78725,120111.4701
2004-06-30,78722,224814.6963
2004-06-30,78719,112702.4061
2004-07-31,78660,189080.2066
2004-07-31,78745,160222.0434
2004-07-31,78753,143198.9875
2004-07-31,78704,247154.5386
2004-07-31,78758,145258.8107
2004-07-31,78748,200666.9134
2004-07-31,78744,115173.433
2004-07-31,78741,138574.9065
2004-07-31,78759,308340.7873
2004-07-31,78653,157808.574
2004-07-31,78723,155147.2242
2004-07-31,78749,285839.2702
2004-07-31,78750,273951.1838
2004-07-31,78754,183659.84
2004-07-31,78727,204884.4703
2004-07-31,78746,543603.4546
2004-07-31,78705,223019.8541
2004-07-31,78738,377948.7307
2004-07-31,78724,109614.9412
2004-07-31,78728,205844.4119
2004-07-31,78617,137997.8494
2004-07-31,78731,393416.1882
2004-07-31,78757,222991.0801
2004-07-31,78702,163116.7917
2004-07-31,78752,134805.6598
2004-07-31,78703,478611.0401
2004-07-31,78734,277404.2705
2004-07-31,78739,388699.5295
2004-07-31,78735,371663.5015
2004-07-31,78747,200962.3301
2004-07-31,78732,412124.5776
2004-07-31,78751,246809.9497
2004-07-31,78645,185173.9782
2004-07-31,78726,307851.5653
2004-07-31,78730,489795.1038
2004-07-31,78733,435764.5499
2004-07-31,78721,120582.4807
2004-07-31,78701,319324.2259
2004-07-31,78756,285855.1449
2004-07-31,78736,207321.6999
2004-07-31,78652,197881.1398
2004-07-31,78669,252646.8911
2004-07-31,78725,120984.667
2004-07-31,78722,226435.8781
2004-07-31,78719,112568.3579
2004-08-31,78660,189612.4839
2004-08-31,78745,161146.6498
2004-08-31,78753,143693.4852
2004-08-31,78704,247628.6804
2004-08-31,78758,145225.7564
2004-08-31,78748,201639.2542
2004-08-31,78744,115449.2819
2004-08-31,78741,139060.0126
2004-08-31,78759,309960.7435
2004-08-31,78653,158217.3371
2004-08-31,78723,156274.1709
2004-08-31,78749,287120.3575
2004-08-31,78750,275163.1065
2004-08-31,78754,184395.5488
2004-08-31,78727,206509.8091
2004-08-31,78746,546894.1826
2004-08-31,78705,222614.2963
2004-08-31,78738,380574.3351
2004-08-31,78724,110289.8345
2004-08-31,78728,206464.3486
2004-08-31,78617,138439.3814
2004-08-31,78731,395364.746
2004-08-31,78757,223579.9048
2004-08-31,78702,162082.5853
2004-08-31,78752,134450.5383
2004-08-31,78703,479879.8393
2004-08-31,78734,280229.6506
2004-08-31,78739,390572.1072
2004-08-31,78735,372634.789
2004-08-31,78747,201721.4713
2004-08-31,78732,415459.4383
2004-08-31,78751,248153.759
2004-08-31,78645,186677.2401
2004-08-31,78726,309924.7057
2004-08-31,78730,491657.6929
2004-08-31,78733,439131.2615
2004-08-31,78721,121420.3163
2004-08-31,78701,326222.0558
2004-08-31,78756,289995.7054
2004-08-31,78736,208039.9715
2004-08-31,78652,199032.0188
2004-08-31,78669,253833.7923
2004-08-31,78725,122057.5222
2004-08-31,78722,225377.2838
2004-08-31,78719,112596.0143
2004-09-30,78660,190164.6734
2004-09-30,78745,162219.7109
2004-09-30,78753,144413.1113
2004-09-30,78704,248455.3282
2004-09-30,78758,145582.0836
2004-09-30,78748,202522.1027
2004-09-30,78744,115787.8519
2004-09-30,78741,139855.8878
2004-09-30,78759,311919.364
2004-09-30,78653,158713.1927
2004-09-30,78723,157733.2808
2004-09-30,78749,288848.7754
2004-09-30,78750,276756.9905
2004-09-30,78754,185948.7175
2004-09-30,78727,208260.2166
2004-09-30,78746,550173.5322
2004-09-30,78705,223745.1505
2004-09-30,78738,382804.1118
2004-09-30,78724,110568.9226
2004-09-30,78728,207234.23
2004-09-30,78617,138677.2014
2004-09-30,78731,397788.5723
2004-09-30,78757,223925.7089
2004-09-30,78702,161490.0409
2004-09-30,78752,134529.2684
2004-09-30,78703,481920.9975
2004-09-30,78734,283396.6514
2004-09-30,78739,391732.166
2004-09-30,78735,373569.8686
2004-09-30,78747,203142.5286
2004-09-30,78732,419610.8511
2004-09-30,78751,248329.0713
2004-09-30,78645,188165.8478
2004-09-30,78726,312384.1996
2004-09-30,78730,493149.3056
2004-09-30,78733,441910.9801
2004-09-30,78721,123170.2715
2004-09-30,78701,331007.677
2004-09-30,78756,293742.5402
2004-09-30,78736,208410.7314
2004-09-30,78652,200657.371
2004-09-30,78669,254187.4418
2004-09-30,78725,123288.9318
2004-09-30,78722,224762.2817
2004-09-30,78719,112924.9105
2004-10-31,78660,190830.9315
2004-10-31,78745,163083.7616
2004-10-31,78753,144773.0299
2004-10-31,78704,248524.5715
2004-10-31,78758,146040.3446
